Geo_Type,Geo_Div,Geo_ID,Geo_Description,Geo_ID_Val,X,Y,CensusDiv,US_States,Viz_Tick
Domestic,Other,41140,St. Joseph,41140,-94.7838848022,39.8341762638,WNC,MO-KS,302
Domestic,Other,29940,Lawrence,29940,-95.2926062477,38.8846595989,WNC,KS,303
Domestic,Other,45820,Topeka,45820,-95.8031223085,39.0438154654,WNC,KS,304
Domestic,100,48620,Wichita,48620,-97.2454275226,37.6386711815,WNC,KS,305
Domestic,Rest,90020,Rest of Kansas,90020,-98.38019,38.48473,WNC,KS,306
Domestic,Rest,90031,Rest of Nebraska,90031,-99.81059,41.5271,WNC,NE,307
Domestic,Other,30700,Lincoln,30700,-96.8708162108,40.8199193212,WNC,NE,308
Domestic,100,36540,Omaha-Council Bluffs,36540,-95.9991244448,41.2900841966,WNC,NE-IA,309
Domestic,Other,43580,Sioux City,43580,-96.4375803465,42.5129508152,WNC,IA-NE-SD,310
Domestic,Other,39660,Rapid City,39660,-102.76413902,44.3179836003,WNC,SD,311
Domestic,Rest,90046,Rest of South Dakota,90046,-100.23049,44.43614,WNC,SD,312
Domestic,Other,43620,Sioux Falls,43620,-96.9900742495,43.499716732,WNC,SD,313
Domestic,Other,13900,Bismarck,13900,-100.905134137,46.8370139223,WNC,ND,314
Domestic,Other,22020,Fargo,22020,-96.9655108421,46.9178157088,WNC,ND-MN,315
Domestic,Other,24220,Grand Forks,24220,-96.8444066349,47.8359640882,WNC,ND-MN,316
Domestic,Rest,90038,Rest of North Dakota,90038,-100.46931,47.44631,WNC,ND,317
Domestic,Rest,90030,Rest of Montana,90030,-109.64513,47.03352,MO,MT,318
Domestic,Other,13740,Billings,13740,-108.602059277,45.6287004048,MO,MT,319
Domestic,Other,24500,Great Falls,24500,-111.347149648,47.3080182098,MO,MT,320
Domestic,Other,33540,Missoula,33540,-113.923709149,47.0364887256,MO,MT,321
Domestic,Other,17660,Coeur d'Alene,17660,-116.70001272,47.674555811,MO,ID,322
Domestic,Other,30300,Lewiston,30300,-116.94376495,46.2691058827,MO,ID-WA,323
Domestic,Rest,90016,Rest of Idaho,90016,-114.65937,44.38907,MO,ID,324
Domestic,100,14260,Boise City-Nampa,14260,-116.143239949,43.016164969,MO,ID,325
Domestic,Other,26820,Idaho Falls,26820,-111.872167966,43.5474693777,MO,ID,326
Domestic,Other,38540,Pocatello,38540,-112.567819518,42.6825343171,MO,ID,327
Domestic,Other,30860,Logan,30860,-111.768964273,41.8896476324,MO,UT-ID,328
Domestic,100,36260,Ogden-Clearfield,36260,-111.869980864,41.1191848983,MO,UT,329
Domestic,100,41620,Salt Lake City,41620,-112.620837654,40.5459899167,MO,UT,330
Domestic,100,39340,Provo-Orem,39340,-112.352673312,39.8644245774,MO,UT,331
Domestic,Rest,90049,Rest of Utah,90049,-111.67822,39.32378,MO,UT,332
Domestic,Rest,90056,Rest of Wyoming,90056,-107.55145,42.99963,MO,WY,333
Domestic,Other,16220,Casper,16220,-106.798493804,42.9622404459,MO,WY,334
Domestic,Other,16940,Cheyenne,16940,-104.689615596,41.3070652017,MO,WY,335
Domestic,Other,24540,Greeley,24540,-104.392526908,40.5548382653,MO,CO,336
Domestic,Other,22660,Fort Collins-Loveland,22660,-105.461155487,40.6664134955,MO,CO,337
Domestic,Other,14500,Boulder,14500,-105.357701866,40.0924568026,MO,CO,338
Domestic,100,19740,Denver-Aurora,19740,-104.894404851,39.4337140111,MO,CO,339
Domestic,100,17820,Colorado Springs,17820,-104.657933041,38.8425101235,MO,CO,340
Domestic,Other,39380,Pueblo,39380,-104.512846808,38.1734238778,MO,CO,341
Domestic,Other,24300,Grand Junction,24300,-108.466450738,39.0182788922,MO,CO,342
Domestic,Rest,90008,Rest of Colorado,90008,-105.54783,38.99855,MO,CO,343
Domestic,Other,22140,Farmington,22140,-108.320595522,36.5084710424,MO,NM,344
Domestic,100,10740,Albuquerque,10740,-106.471626758,35.1223559222,MO,NM,345
Domestic,Other,42140,Santa Fe,42140,-105.976120887,35.5068563871,MO,NM,346
Domestic,Rest,90035,Rest of New Mexico,90035,-106.10839,34.42136,MO,NM,347
Domestic,Other,29740,Las Cruces,29740,-106.832800416,32.3526796893,MO,NM,348
Domestic,Rest,90004,Rest of Arizona,90004,-111.66459,34.29323,MO,AZ,349
Domestic,100,46060,Tucson,46060,-111.789949307,32.0973790206,MO,AZ,350
Domestic,Other,49740,Yuma,49740,-113.905563804,32.7694043569,MO,AZ,351
Domestic,100,38060,Phoenix-Mesa-Scottsdale,38060,-112.070487846,33.185704079,MO,AZ,352
Domestic,Other,39140,Prescott,39140,-112.553871448,34.599883522,MO,AZ,353
Domestic,Other,22380,Flagstaff,22380,-111.770504874,35.8387298344,MO,AZ,354
Domestic,Other,41100,St. George,41100,-113.504943849,37.2803607732,MO,UT,355
Domestic,Other,39900,Reno-Sparks,39900,-119.65915037,40.6189976101,MO,NV,356
Domestic,Other,16180,Carson City,16180,-119.747422312,39.1511466348,MO,NV,357
Domestic,Rest,90032,Rest of Nevada,90032,-116.6554,39.35647,MO,NV,358
Domestic,100,29820,Las Vegas-Paradise,29820,-115.013561604,36.215198976,MO,NV,359
Domestic,Other,20940,El Centro,20940,-115.365319735,33.0395059955,PA,CA,360
Domestic,100,41740,San Diego-Carlsbad-San Marcos,41740,-116.770205431,33.0282023188,PA,CA,361
Domestic,100,40140,Riverside-San Bernardino-Ontario,40140,-116.12973169,34.5516824054,PA,CA,362
Domestic,100,31100,Los Angeles-Long Beach-Santa Ana,31100,-118.180767102,34.111757076,PA,CA,363
Domestic,100,37100,Oxnard-Thousand Oaks-Ventura,37100,-119.126027209,34.3575285244,PA,CA,364
Domestic,Other,42060,Santa Barbara-Santa Maria-Goleta,42060,-120.030783216,34.538340871,PA,CA,365
Domestic,Other,42020,San Luis Obispo-Paso Robles,42020,-120.452196914,35.3874155293,PA,CA,366
Domestic,100,12540,Bakersfield,12540,-118.729900018,35.3428487145,PA,CA,367
Domestic,Other,25260,Hanford-Corcoran,25260,-119.815502478,36.0753610044,PA,CA,368
Domestic,Other,47300,Visalia-Porterville,47300,-118.800472844,36.2201567746,PA,CA,369
Domestic,100,23420,Fresno,23420,-119.649321245,36.7581795086,PA,CA,370
Domestic,Other,31460,Madera,31460,-119.762645852,37.2180358702,PA,CA,371
Domestic,Other,32900,Merced,32900,-120.717668626,37.1918569472,PA,CA,372
Domestic,Other,41500,Salinas,41500,-121.308901559,36.2397743966,PA,CA,373
Domestic,Other,42100,Santa Cruz-Watsonville,42100,-122.009787438,37.0216119169,PA,CA,374
Domestic,100,41940,San Jose-Sunnyvale-Santa Clara,41940,-121.376920638,36.9103057722,PA,CA,375
Domestic,100,41860,San Francisco-Oakland-Fremont,41860,-122.274113015,37.7741092946,PA,CA,376
Domestic,100,33700,Modesto,33700,-120.997685289,37.5591449488,PA,CA,377
Domestic,100,44700,Stockton,44700,-121.271446517,37.934776728,PA,CA,378
Domestic,100,40900,Sacramento--Arden-Arcade--Roseville,40900,-120.997632268,38.7804646762,PA,CA,379
Domestic,Other,46700,Vallejo-Fairfield,46700,-121.940006891,38.2669191203,PA,CA,380
Domestic,Other,34900,Napa,34900,-122.330533191,38.5064736541,PA,CA,381
Domestic,Other,42220,Santa Rosa-Petaluma,42220,-122.922544655,38.5252925761,PA,CA,382
Domestic,Rest,90006,Rest of California,90006,-119.60943,37.24611,PA,CA,383
Domestic,Other,49700,Yuba City,49700,-121.517901152,39.1552842756,PA,CA,384
Domestic,Other,17020,Chico,17020,-121.600671746,39.6669293703,PA,CA,385
Domestic,Other,39820,Redding,39820,-122.040521549,40.763766589,PA,CA,386
Domestic,Other,32780,Medford,32780,-122.728430834,42.4321485774,PA,OR,387
Domestic,Rest,90041,Rest of Oregon,90041,-120.55643,43.9384,PA,OR,388
Domestic,Other,13460,Bend,13460,-121.227891775,43.9148834538,PA,OR,389
Domestic,Other,21660,Eugene-Springfield,21660,-122.876549735,43.9415522726,PA,OR,390
Domestic,Other,18700,Corvallis,18700,-123.429309149,44.4917594818,PA,OR,391
Domestic,Other,41420,Salem,41420,-122.903066379,44.9033004936,PA,OR,392
Domestic,100,38900,Portland-Vancouver-Beaverton,38900,-122.478565324,45.5981784176,PA,OR-WA,393
Domestic,Other,31020,Longview,31020,-122.680784512,46.193291697,PA,WA,394
Domestic,Other,49420,Yakima,49420,-120.738703169,46.4568459642,PA,WA,395
Domestic,Other,28420,Kennewick-Richland-Pasco,28420,-119.254308277,46.363537565,PA,WA,396
Domestic,Other,44060,Spokane,44060,-117.404008285,47.6206394363,PA,WA,397
Domestic,Rest,90053,Rest of Washington,90053,-120.44261,47.3798,PA,WA,398
Domestic,Other,36500,Olympia,36500,-122.832075592,46.9295010715,PA,WA,399
Domestic,Other,14740,Bremerton-Silverdale,14740,-122.648996254,47.6398306504,PA,WA,400
Domestic,100,42660,Seattle-Tacoma-Bellevue,42660,-121.881387433,47.5574033429,PA,WA,401
Domestic,Other,48300,Wenatchee,48300,-120.26550558,47.8183993817,PA,WA,402
Domestic,Other,34580,Mount Vernon-Anacortes,34580,-121.802269824,48.4821504051,PA,WA,403
Domestic,Other,13380,Bellingham,13380,-121.872829975,48.8297449982,PA,WA,404
Domestic,Other,21820,Fairbanks,21820,-146.562798692,64.8085186874,PA,AK,405
Domestic,Other,11260,Anchorage,11260,-149.552252588,62.224071696,PA,AK,406
Domestic,Rest,90002,Rest of Alaska,90002,-152.56719,64.26253,PA,AK,407
Domestic,100,26180,Honolulu,26180,-164.629726443,23.6861703216,PA,HI,408
Domestic,Rest,90015,Rest of Hawaii,90015,-156.34403,20.2456,PA,HI,409
Global,CountryGroup,061,Polynesia,61,-149.664859,-17.642525,AS,,410
Global,CountryGroup,057,Micronesia,57,169.158384,8.104294,AS,,411
Global,CountryGroup,054,Melanesia,54,143.757991,-5.001829,AS,,412
Global,CountryGroup,053,Australia and New Zealand,53,149.998225,-34.812513,AS,,413
Global,Country,392,Japan,392,138.924004,35.747787,AS,,414
Global,Country,410,Republic of Korea,410,127.674005,36.669679,AS,,415
Global,Country,156,China,156,101.361718,35.748656,AS,,416
Global,RestOfGroup,030rem,Remainder of Eastern Asia,30,102.888849,45.768619,AS,,417
Global,RestOfGroup,035rem,Remainder of South-Eastern Asia,35,105.174006,14.436202,AS,,418
Global,Country,702,Singapore,702,103.823533,1.318141,AS,,419
Global,Country,356,India,356,79.125391,22.433782,AS,,420
Global,RestOfGroup,034rem,Remainder of Southern Asia,34,61.843931,30.374231,AS,,421
Global,CountryGroup,143,Central Asia,143,68.259944,41.772483,AS,,422
Global,RestOfGroup,145rem,Remainder of Western Asia,145,38.81659,30.601446,AS,,423
Global,Country,792,Turkey,792,32.576348,39.301515,EU,,424
Global,CountryGroup,151,Eastern Europe,151,35.355864,54.878126,EU,,425
Global,RestOfGroup,154rem,Remainder of Northern Europe,154,15.349787,59.131669,EU,,426
Global,Country,826,United Kingdom of Great Britain and Northern Ireland,826,-1.34943,52.322871,EU,,427
Global,Country,528,Netherlands,528,5.297273,52.162074,EU,,428
Global,Country,276,Germany,276,10.144307,50.534928,EU,,429
Global,RestOfGroup,155rem,Remainder of Western Europe,155,10.691585,47.101114,EU,,430
Global,Country,250,France,250,2.146261,47.003321,EU,,431
Global,Country,724,Spain,724,-3.634586,40.11289,EU,,432
Global,RestOfGroup,039rem,Remainder of Southern Europe,39,14.2951,41.509754,EU,,433
Global,CountryGroup,015,Northern Africa,15,11.570492,30.298374,AF,,434
Global,CountryGroup,014,Eastern Africa,14,41.101739,7.015227,AF,,435
Global,RestOfGroup,018rem,Remainder of Southern Africa,18,21.150569,-20.384352,AF,,436
Global,Country,710,South Africa,710,23.787286,-29.839281,AF,,437
Global,CountryGroup,017,Middle Africa,17,18.250179,2.988497,AF,,438
Global,CountryGroup,011,Western Africa,11,-6.534975,9.016854,AF,,439
Global,RestOfGroup,021rem,Remainder of Northern America,21,-44.283264,64.590587,LA,,440
Global,Country,124,Canada,124,-94.99615,52.595933,LA,,441
Global,Country,032,Argentina,32,-62.47662,-37.15214,LA,,442
Global,Country,152,Chile,152,-71.793026,-31.644648,LA,,443
Global,Country,076,Brazil,76,-50.611387,-12.801798,LA,,444
Global,RestOfGroup,005rem,Remainder of South America,5,-68.980527,-13.657369,LA,,445
Global,Country,170,Colombia,170,-73.08811,2.757365,LA,,446
Global,CountryGroup,029,Caribbean,29,-72.935606,18.489339,LA,,447
Global,RestOfGroup,013rem,Remainder of Central America,13,-84.712947,11.963386,LA,,448
Global,Country,484,Mexico,484,-100.445369,21.380798,LA,,449
Global,Unknown,unk,Unknown,0,0,0,,,450
